COR_SC 1131,COR_SC 1132,COR_CMT,COR_EDR,COR_EDR (LP),COR_ZP,DC Power Limit,COR_CHT,COR_LP,COR_SC 1141,SRV LAMDA,H2,Temp,Press
2310.857848,2533.750814,0.187996865,0.006719042,0.025090454,0.100828388,5.715610107,11152.75358,1892.709413,0.243677576,0.103917949,33.42816092,619,7370000
2198.497465,2519.517707,0.476498012,0.00542686,0.003530151,0.199245161,4.493660444,5589.152488,2140.736205,0.818810246,0.10699547,12.55146341,581,7360000
2160.762668,2495.889073,0.442579721,0.006438271,0.001449728,0.314745339,7.600263612,9006.60637,2475.904297,0.316625722,0.100023878,35.17448276,677,7380000
2167.924518,2706.054082,0.199433277,0.047137833,0.046668559,0.1839923,4.72630101,9090.683078,1392.832213,0.142002851,0.110548929,31.61850575,656,7380000
2121.286244,2769.02036,0.368373319,0.008086911,0.001114697,0.186516556,4.621010437,9427.265867,2437.372255,0.355716403,0.100110306,32.73241379,658,7390000
2432.959141,2650.027643,0.247495949,0.017274139,0.005304795,0.126159414,5.080327285,19690.32855,3222.123457,0.330221295,0.100500008,33.80517241,597,7370000
2331.581133,2648.967487,0.469382165,0.005369778,0.003375857,0.10715092,5.851896407,15392.69247,3403.733094,0.899738211,0.100878178,35.24114943,662,7390000
2316.286135,2615.645947,0.364324863,0.011079755,0.006252429,0.149680287,2.075639463,13348.91868,2932.140014,0.710456929,0.10820855,30.02367816,633,7380000
2345.88828,2601.599793,0.214308857,0.002041517,0.008887159,0.263856644,6.282089861,15533.77872,2976.52493,0.30229632,0.100001158,30.51045977,637,7370000
2414.736217,2637.104693,0.447897458,0.002258707,0.031556572,0.133113135,2.861691612,2326.626024,1791.175455,0.412244476,0.100635417,35.04816092,669,7380000
2213.071269,2791.797039,0.173781457,0.015916252,0.023266111,0.237797756,5.874019345,7881.120255,2339.183063,0.513539301,0.101721865,38.17183908,675,7380000
2355.390488,2795.745242,0.128397481,0.048754629,0.003310526,0.111308479,6.742647407,8767.597631,1693.13197,0.656499331,0.100012842,32.37689655,658,7380000
2200.305372,2609.678984,0.201764621,0.01007063,0.036377373,0.154691926,6.148795249,11987.91295,3271.077427,0.202314744,0.100141144,34.08068966,628,7380000
2280.364669,2669.021273,0.10194224,0.003509601,0.044887406,0.483525704,4.508788717,13428.49955,2875.646431,0.325470383,0.10029177,33.36965517,659,7370000
2192.427765,2592.882449,0.361557942,0.008508849,0.009982225,0.349820261,6.179994896,6491.228763,3145.40742,0.608042796,0.101571486,36.33988506,649,7380000
2106.505035,2538.609847,0.145737288,0.013724696,0.016725929,0.164328725,2.878340202,3846.497704,2303.546185,0.596953478,0.102686219,35.79425287,647,7390000
2173.733471,2735.088996,0.274363014,0.007951974,0.003157601,0.403408445,2.668194614,8081.930487,2704.104159,0.487840414,0.100001237,31.32942529,653,7380000
2315.814504,2787.587601,0.124718856,0.00569164,0.029676429,0.180208044,6.193271077,18239.65535,2677.099219,0.240192004,0.117011688,35.94103448,663,7370000
2203.222127,2603.677305,0.163212003,0.016926778,0.001831328,0.209676893,5.071112438,12194.33125,2558.917142,0.544231451,0.106316142,32.52471264,620,7370000
2467.404828,2411.760643,0.23866007,0.007248444,0.022501084,0.116045841,6.625388837,14943.10454,1445.900652,0.255259479,0.105589715,33.21390805,655,7370000
2333.695636,2570.695373,0.108513361,0.004962923,0.053298282,0.454025142,3.206327801,18065.59363,3034.108762,0.760618336,0.104475668,33.80850575,673,7390000
2310.266691,2437.454862,0.357821976,0.015152881,0.012894867,0.239725151,4.380501364,5425.139572,3390.615302,0.281566257,0.100029902,35.12137931,663,7380000
2524.126106,2459.636276,0.393575718,0.027595119,0.003623141,0.332083603,3.243888679,11722.08254,1833.435836,0.220223985,0.100098042,33.92287356,677,7370000
2349.348191,2599.121417,0.232641579,0.020877166,0.004818796,0.137184509,4.92160802,10716.58036,1669.362957,0.511482565,0.100027426,31.59954023,619,7370000
2528.891889,2613.194145,0.397890708,0.009292734,0.008048437,0.11802013,4.954161502,9294.584775,2505.277764,0.181797695,0.100856756,34.20724138,676,7370000
2125.595554,2776.28726,0.227343028,0.023652949,0.002445003,0.188572028,5.049670692,10903.98502,3643.178697,0.288443861,0.105817549,34.91022989,660,7370000
2389.977965,2618.360953,0.299322253,0.031445461,0.001365552,0.108292921,7.061633459,15493.30405,3104.980747,0.234473327,0.102851824,29.17758621,640,7370000
2296.3282,2548.897996,0.103265649,0.002068575,0.00165959,0.28774986,6.86931822,12416.6275,3170.470748,0.245814393,0.101878662,33.49517241,662,7380000
2253.925528,2763.35864,0.136425625,0.014751161,0.017442939,0.294088323,6.676909608,7661.541541,3790.931113,0.367530348,0.100208004,10.62432099,576,7370000
2153.644978,2657.216314,0.142845751,0.031903301,0.011884415,0.397730794,4.253616111,6419.248733,2195.184774,0.465245578,0.100000209,30.63068966,617,7370000
2318.812097,2692.017374,0.103096348,0.002657483,0.005680153,0.178894249,5.269785596,4353.13161,1275.654424,0.582459907,0.108898365,30.07862069,583,7380000
2099.963313,2482.136129,0.162248319,0.005256755,0.004029574,0.103091367,2.715772334,11248.34128,2322.89217,0.13739209,0.118026932,35.30770115,662,7390000
2248.715409,2665.931489,0.296343427,0.010464371,0.002901118,0.144718928,4.116144911,17659.4994,2995.517983,0.800707623,0.118496305,2.195263158,562,7370000
2334.173758,2753.974323,0.451360933,0.005348427,0.00164012,0.157832197,4.517109644,13795.94045,1708.340445,0.230468929,0.101813468,37.16022989,681,7390000
2302.006207,2426.282116,0.212238717,0.046343691,0.006411241,0.273457514,4.097671077,18507.15019,3353.544219,0.558895633,0.105239026,34.52954023,666,7390000
2142.606703,2409.766875,0.324587741,0.009851084,0.001387737,0.120259326,4.452945562,17913.38763,1853.678558,0.767473634,0.10067763,35.03172414,624,7380000
2190.083417,2501.36415,0.123679545,0.004156827,0.01824029,0.417727609,5.650801487,14265.11581,1768.944482,0.570870067,0.103517338,30.38517241,669,7370000
2118.077941,2400.719043,0.245294574,0.002678909,0.005819322,0.385913764,4.193344655,7742.944446,2226.531556,0.605200748,0.100603482,34.34413793,673,7370000
2435.283069,2470.794716,0.152241674,0.013807402,0.009037984,0.40530025,5.414676577,18327.78834,1935.148226,0.493454995,0.101723532,33.27735632,672,7370000
2546.083887,2420.067548,0.433946514,0.014946714,0.00614736,0.172332849,3.300939115,9204.749937,2495.238358,0.269958443,0.102582376,8.195625,562,7370000
2437.490057,2589.489251,0.285095604,0.014088972,0.042053302,0.458768547,2.967288481,10694.36946,2586.482603,0.778917788,0.126649609,37.94781609,656,7390000
2540.713682,2544.351373,0.43697711,0.026958515,0.006695985,0.114807873,3.871328775,7382.595551,2268.902073,0.518126801,0.100011157,31.9237931,659,7370000
2392.613503,2626.188998,0.170814751,0.004041283,0.009771056,0.485142303,4.386633994,8156.934102,2349.193885,0.1686761,0.102305764,39.83229885,624,7380000
2129.834523,2642.970079,0.373961329,0.040797941,0.01231078,0.472245005,2.770641639,19607.60871,3038.756663,0.786700721,0.100941461,33.13471264,633,7390000
2119.769964,2422.90598,0.457567646,0.011221506,0.028764926,0.130057888,4.149716048,16321.10916,2651.384507,0.194001775,0.100008644,32.2191954,674,7380000
2446.387031,2480.03358,0.191635459,0.00814567,0.007654478,0.162880649,2.321690655,7440.212061,3794.845577,0.538555404,0.100584,33.03643678,659,7370000
2271.657952,2778.340612,0.25431065,0.013095652,0.004906312,0.178373212,6.990009159,9699.669952,2281.319861,0.298627078,0.102124691,35.28988506,653,7380000
2458.193314,2717.123705,0.366188429,0.01679847,0.011774221,0.236962091,4.019477016,7042.79269,2181.095928,0.69265738,0.115993194,28.70114943,613,7380000
2265.795621,2491.710395,0.133764944,0.002386541,0.001478533,0.226949642,3.680883458,15105.12803,2380.335782,0.364098754,0.103792415,32.14183908,647,7390000
2291.207218,2551.312987,0.390842006,0.002454561,0.003727081,0.498401562,3.70164573,10402.53134,2458.308597,0.293536083,0.103605761,35.27425287,642,7390000
2430.486854,2432.267121,0.353913799,0.018883618,0.021398429,0.478121475,5.769585423,11789.48873,2064.695026,0.271426014,0.110628681,39.89816092,643,7370000
2542.254338,2515.838746,0.268317529,0.018134586,0.057546815,0.455995406,5.041339025,6202.551587,1951.131323,0.535437295,0.106201293,13.82506024,576,7370000
2455.148135,2781.888411,0.156822397,0.002709564,0.002668468,0.121328292,5.193617037,9559.931364,1998.27115,0.310635224,0.109100368,36.35252874,669,7380000
2190.819094,2608.166706,0.406547017,0.020579654,0.039877033,0.275615077,4.844954626,5739.955556,3515.628114,0.628098318,0.100279931,34.44252874,652,7380000
2223.916536,2512.957372,0.483566248,0.007564128,0.019143777,0.202594153,3.272756965,10484.22647,2126.141754,0.504630553,0.101182263,35.73931034,661,7380000
2320.210828,2667.672059,0.341017897,0.034748503,0.006773983,0.355420419,3.568768337,17804.05336,1927.436667,0.540573085,0.103598486,30.79068966,613,7370000
2226.393391,2512.568335,0.106430914,0.003624283,0.006488787,0.440543794,4.087227777,7303.075236,2465.148528,0.37452919,0.10371838,34.16436782,675,7380000
2104.667559,2581.015221,0.28719822,0.037156107,0.055131131,0.204218375,6.489728651,7277.147942,2926.209129,0.192316543,0.109434714,32.65804598,661,7380000
2518.43124,2565.474141,0.23717515,0.008566623,0.002531511,0.112693355,5.431541708,7369.812061,1918.009936,0.395448683,0.100521524,32.71954023,662,7380000
2211.382873,2404.847591,0.33113261,0.009804969,0.048718005,0.304979567,3.579809969,19044.96096,1742.513575,0.602161464,0.100517169,35.00908046,616,7380000
2288.718457,2708.186184,0.181377761,0.008366355,0.013118272,0.241587196,3.362097493,10255.7165,1522.031922,0.850369841,0.100263892,29.58321839,648,7390000
2165.844486,2751.051382,0.179634741,0.003267772,0.037574112,0.132140771,4.061171485,5950.531723,3629.970472,0.248467252,0.101071431,32.97436782,655,7390000
2365.315933,2511.137259,0.22491097,0.011635471,0.01779575,0.127179192,2.793702268,17071.88318,2308.359674,0.258296248,0.103358345,33.32528736,627,7370000
2283.276366,2587.404712,0.210009694,0.004772751,0.024184087,0.301954079,5.912982971,4973.961174,3560.898377,0.315270956,0.105519779,35.33954023,637,7370000
2201.279788,2550.298454,0.226795582,0.035623264,0.007237196,0.103582765,3.980454398,9063.565655,3018.16587,0.152308375,0.105036172,37.31862069,667,7380000
2234.62408,2741.715723,0.451985526,0.027846663,0.007856793,0.488825577,5.31337618,13914.83292,2043.225987,0.520443743,0.113323157,32.21068966,637,7360000
2139.505533,2757.541855,0.117701583,0.019701484,0.006030619,0.133796349,2.386406156,8378.188791,2170.088936,0.415674,0.100102758,31.76793103,655,7380000
2149.798681,2572.124946,0.415670628,0.007005646,0.003902362,0.360066596,5.508332619,9422.832999,2698.683133,0.14878486,0.107595331,36.35793103,646,7380000
2407.319437,2677.564412,0.316234404,0.01940894,0.010758694,0.291891605,7.385053093,3966.492022,2658.055273,0.665419127,0.100064956,37.10310345,646,7380000
2241.408368,2475.203232,0.137853669,0.038897283,0.002628316,0.255059335,6.711461744,9498.691158,1961.839907,0.454116006,0.106386543,33.13425287,615,7380000
2165.069437,2694.717046,0.153763557,0.008226782,0.005095392,0.167258012,5.576194608,6630.998114,1988.704859,0.430806706,0.103203051,33.87804598,624,7380000
2326.176419,2622.366877,0.378798299,0.008740671,0.002715544,0.415575994,3.098987604,15773.03378,2278.032795,0.715411031,0.101353204,35.36287356,626,7380000
2216.093069,2700.486987,0.494319162,0.005146857,0.010252447,0.408395089,5.44586739,12531.75014,2359.74464,0.926591582,0.102465278,29.86528736,642,7370000
2245.13793,2697.445956,0.211105812,0.002098619,0.002349062,0.153322681,4.030196534,5504.47349,2591.465056,0.681786247,0.10102863,31.99229885,647,7380000
2266.51959,2662.744758,0.208564472,0.002230374,0.044064582,0.490689661,4.86626534,16211.36457,3004.32967,0.434877358,0.10327299,33.98885057,660,7370000
2401.534131,2614.504789,0.172638729,0.015263493,0.009526592,0.151884545,6.966036332,16402.32433,2625.366683,0.401625701,0.100065672,32.04551724,642,7380000
2444.357128,2617.503624,0.37827879,0.00373719,0.001067717,0.369983045,3.212567393,4555.568143,1652.047575,0.700735737,0.101277123,32.06965517,636,7380000
2498.06128,2631.81576,0.190041598,0.006944873,0.002863127,0.145739318,4.434252004,5996.145769,2030.491196,0.422822633,0.100125113,31.56597701,642,7380000
2395.709963,2505.091887,0.129657823,0.004420107,0.003237698,0.319974365,6.429779684,11417.78271,2075.241356,0.649920703,0.100541117,33.20448276,655,7380000
2384.560349,2765.98945,0.300391446,0.012755453,0.020505576,0.28218379,3.253138762,5151.03991,1612.65189,0.112490995,0.107898374,37.76229885,664,7380000
2508.126078,2521.474861,0.248855668,0.028704145,0.001182353,0.124458246,3.78482288,12942.93022,1636.692011,0.838762962,0.100359612,2.915844156,562,7370000
