COR_SC 1131,COR_SC 1132,COR_CMT,COR_EDR,COR_EDR (LP),COR_ZP,DC Power Limit,COR_CHT,COR_LP,COR_SC 1141,SRV LAMDA,H2,Temp,Press
2300.3597,2725.819599,0.219309686,0.004487448,0.003011582,0.181858313,5.143682825,10162.67217,3091.93455,0.269209516,0.102065539,30.8016092,633,7370000
2233.233799,2451.453126,0.138183292,0.002819016,0.001007646,0.269093301,7.228807528,9127.850143,2092.905029,0.377999495,0.100131534,29.94781609,629,7380000
2395.793072,2479.454801,0.243739819,0.009136393,0.004056557,0.253747459,5.795124934,5039.54864,1421.241478,0.257172213,0.102879092,32.85793103,661,7390000
2536.143122,2478.012548,0.351925857,0.022639309,0.002258634,0.270876638,3.908326834,6327.394493,2469.627149,0.427182646,0.107155271,34.18229885,689,7370000
2419.941426,2686.64565,0.393086333,0.012197974,0.01695736,0.170651099,3.562171382,17325.87586,2291.934111,0.483937823,0.104926852,37.07448276,652,7390000
2263.998519,2558.957377,0.160656321,0.002865556,0.011522812,0.150744621,3.969073546,4515.542933,2519.675677,0.7508085,0.100443362,31.67793103,664,7380000
2390.988069,2431.077279,0.265664273,0.002807804,0.002606302,0.223017311,4.993661454,12497.68973,2854.926602,0.280946425,0.105452847,30.23896552,640,7380000
2259.494103,2704.412515,0.333439792,0.021544952,0.038518883,0.228183146,3.330306881,11185.73099,2516.291567,0.131977017,0.101524368,33.82609195,678,7370000
2398.442335,2773.300168,0.223491922,0.009495929,0.009845609,0.134914971,4.549498662,12142.57535,1964.944346,0.86731734,0.122520518,37.95390805,645,7380000
2427.568634,2580.34407,0.174700739,0.002995292,0.034130911,0.431138141,4.718616658,6947.463751,1587.958529,0.295122017,0.100114494,2.921038961,562,7370000
2322.541055,2630.272832,0.243450406,0.005182464,0.039455665,0.175467879,4.333157624,10435.86894,2147.808388,0.418565241,0.113141733,31.64310345,660,7380000
2291.768118,2749.698443,0.109000988,0.006382861,0.004363014,0.36901634,5.62782086,16134.87841,1777.832823,0.381167561,0.106552931,13.34158537,562,7380000
2510.248264,2654.384503,0.215845628,0.003985705,0.047208353,0.340198718,3.011602511,9279.495625,1914.083117,0.15390534,0.100305887,30.50505747,627,7370000
2406.100616,2442.517654,0.266201039,0.003559357,0.033510174,0.109174229,3.152077286,6591.236443,2109.884355,0.29110305,0.105972152,29.87781609,646,7370000
2162.848594,2786.017214,0.129405152,0.01185149,0.001965496,0.377969407,4.573006088,8459.112793,2099.823784,0.458000059,0.10015141,10.61777778,562,7380000
2359.940072,2797.504124,0.11278404,0.007380933,0.013490441,0.272789438,4.302105117,16529.68505,2561.707901,0.578221294,0.100211305,36.52264368,655,7380000
2239.095216,2568.918864,0.444675707,0.022349289,0.013432303,0.243432363,4.360447777,6967.332754,3293.603189,0.338935363,0.100789833,33.55126437,696,7380000
2221.4084,2414.193558,0.100808416,0.004559286,0.011241254,0.174900404,3.649595778,10283.41851,1785.640616,0.566352723,0.100198921,31.69494253,643,7370000
2214.102945,2752.002999,0.290093992,0.00721167,0.00176777,0.445072157,2.724832317,14020.10048,1852.0697,0.441792198,0.100005779,33.74908046,621,7380000
2323.782117,2483.422534,0.140599993,0.003767519,0.002030972,0.262402746,4.477799406,6825.563925,2404.447679,0.225899308,0.112045399,2.908701299,562,7370000
2156.123888,2447.901484,0.165573183,0.024812667,0.03015149,0.276272122,6.112984747,9164.135494,2828.57478,0.388559072,0.104093599,34.74908046,684,7380000
2278.594907,2528.813566,0.381592789,0.005741267,0.025290907,0.183081574,4.140631699,10972.75345,2238.054582,0.508053212,0.110257258,33.42574713,657,7380000
2422.917519,2747.872099,0.180177216,0.040118005,0.002294888,0.375368064,3.47179599,10047.19462,2016.064184,0.277451465,0.101894859,37.68264368,631,7380000
2433.331634,2403.123203,0.111904998,0.030592608,0.035100332,0.474033461,4.829161417,7104.288665,2609.81584,0.299560781,0.101100709,38.41298851,660,7380000
2299.555763,2690.380428,0.359231893,0.004268952,0.001438277,0.110061506,3.811567554,8633.752273,2219.430402,0.750466515,0.111503505,32.61850575,643,7370000
2115.295319,2472.436537,0.399356772,0.006749151,0.008860048,0.322569564,5.923662137,9703.12769,2713.169423,0.21191582,0.114418436,9.960493827,562,7370000
2463.239929,2758.910898,0.312573467,0.006514635,0.008207681,0.125441911,4.685297884,7800.802483,2910.471778,0.32350531,0.100051772,29.50183908,648,7380000
2504.372864,2532.149793,0.101526798,0.047927569,0.040200195,0.231732845,7.453685362,8663.440697,1555.565352,0.671616783,0.100004452,44.89287356,663,7380000
2337.452908,2586.374801,0.167160797,0.006069308,0.011000978,0.16211673,4.256929293,8124.373508,2945.291398,0.174040316,0.100707557,31.23,620,7360000
2543.761113,2506.041734,0.241710921,0.038733611,0.04540821,0.411273695,4.277930043,10960.61614,1727.927246,0.528871859,0.101847721,33.93298851,657,7380000
2408.753018,2508.088768,0.194265063,0.003229916,0.032799118,0.123630856,3.317160508,8589.380565,3073.965034,0.705939112,0.100018779,33.25172414,631,7360000
2134.828557,2563.80233,0.192881494,0.023141618,0.003397693,0.351286462,4.355269078,3051.647217,1674.143165,0.678442498,0.103233738,40.36758621,673,7390000
2307.429612,2780.141289,0.43207741,0.019360975,0.011397943,0.12794847,3.83321368,7524.627126,2845.90355,0.428977618,0.100760381,33.72390805,660,7360000
2515.975099,2417.445693,0.479400111,0.028399122,0.003773602,0.135747747,4.288122023,16697.6785,2630.935742,0.359021422,0.102428314,34.82229885,632,7380000
2382.818208,2558.291135,0.42327953,0.002744108,0.001783025,0.193583213,5.596082863,3662.683688,3224.941856,0.635155415,0.104296197,3.900128205,562,7370000
2428.549056,2754.704986,0.154867749,0.002542708,0.004260341,0.410795356,3.847568087,10193.10145,2218.655792,0.262494959,0.100000002,2.920909091,562,7370000
2480.415387,2709.831395,0.29365088,0.00480742,0.019200357,0.141641547,6.324497761,4892.763319,1875.137853,0.449779432,0.109302153,32.59413793,644,7370000
2124.182282,2457.175859,0.166161082,0.021850405,0.01281633,0.437837012,5.016036238,11282.76862,3052.065107,0.410557568,0.102814418,35.55574713,631,7360000
2516.77206,2644.194686,0.122797331,0.029681908,0.001946495,0.187321158,2.910032053,4640.074818,2961.60143,0.473053142,0.111723531,35.64724138,679,7380000
2354.167153,2768.561504,0.303853746,0.011514298,0.041132418,0.208166875,3.510478981,5819.089769,2058.617136,0.589899749,0.100091491,36.30816092,648,7380000
2205.607889,2467.551754,0.183210616,0.002143545,0.003844169,0.100263713,3.896407023,13284.89691,2985.026492,0.171416896,0.103419549,27.12563218,644,7400000
2247.574654,2573.562023,0.135159449,0.039518944,0.014366185,0.117537891,3.760537031,16027.3766,3067.342472,0.251327098,0.100087962,35.12183908,677,7380000
2195.001335,2714.305587,0.371288985,0.033709377,0.005475215,0.147516995,4.881179803,4440.397354,2023.123655,0.176473659,0.102255613,35.40597701,674,7380000
2112.811993,2759.94922,0.127767815,0.031200617,0.001615458,0.12901837,3.716948859,5233.482138,3299.957999,0.735205893,0.11540797,39.71816092,666,7380000
2512.312373,2719.618551,0.338610965,0.048519877,0.001157785,0.230212643,4.755650398,7456.401896,2668.89081,0.157531175,0.101616747,36.52735632,635,7390000
2490.270389,2657.808903,0.121217137,0.021084977,0.002329822,0.211232514,3.654523282,14565.89014,2165.61102,0.42090655,0.101980964,34.1545977,683,7370000
2482.749009,2590.799268,0.327807159,0.005986926,0.049584882,0.169254688,4.163789477,15819.95143,2234.636725,0.688613654,0.100575086,35.07931034,661,7390000
2386.914273,2716.144507,0.4163942,0.014355906,0.004156706,0.465859878,4.443258606,9974.225313,2337.157683,0.205511742,0.100640248,36.46287356,612,7380000
2151.999725,2765.468178,0.3222215,0.034641695,0.051820478,0.360159527,7.828025278,4816.094428,3672.855182,0.451054727,0.101422004,39.5083908,626,7390000
2146.398154,2526.696638,0.285260527,0.025406642,0.00455618,0.450242657,3.129792345,14700.13163,1842.332829,0.382943919,0.100253856,36.70241379,667,7370000
2493.759777,2702.233732,0.168099631,0.018980221,0.001269135,0.49492012,4.081207735,10856.62666,1476.642607,0.311985197,0.100187842,35.75344828,623,7390000
2184.07605,2646.076817,0.424650264,0.002413213,0.029337101,0.306436947,6.081529061,4018.767993,1509.681851,0.209025036,0.100954191,2.915844156,562,7370000
2351.059941,2445.814881,0.11508381,0.009036042,0.005015432,0.116820001,4.045480353,12107.4966,3111.693953,0.644341669,0.104783506,34.17,663,7380000
2532.697812,2624.059691,0.348581907,0.003688852,0.020268123,0.148133234,4.002416359,21095.0217,1606.522928,0.160346696,0.100083082,29.61448276,582,7370000
2138.227822,2770.379312,0.486020861,0.032602833,0.001198824,0.168441751,2.529225504,10623.74412,2958.677254,0.524345386,0.100156814,37.49298851,646,7380000
2312.860095,2611.484097,0.151440894,0.013499321,0.008563778,0.252136645,4.750342084,6220.418131,2174.021888,0.525078234,0.10024925,34.56689655,668,7370000
2474.59293,2552.772884,0.272225285,0.044163194,0.002067216,0.19509645,4.399205757,14344.10399,2055.215225,0.332584024,0.104347258,33.21275862,688,7360000
2400.700945,2578.545112,0.14508733,0.020387135,0.014064777,0.105976448,6.808514491,8258.237876,2806.513693,0.37107927,0.107460621,35.57931034,657,7380000
2128.120886,2799.64375,0.109307137,0.002129045,0.002008065,0.32939279,4.610082018,7620.405468,2006.732185,0.254000813,0.100039948,2.914025974,562,7370000
2415.82171,2453.250996,0.200549449,0.037685434,0.00562168,0.345254137,5.184061746,16654.12609,2481.267237,0.276558198,0.105989258,36.33885057,636,7380000
2254.432181,2624.481128,0.261308408,0.016222083,0.018392194,0.101401687,4.999191467,14190.89974,1831.800383,0.442762295,0.100223043,36.5445977,656,7370000
2111.315514,2777.955757,0.23345003,0.003153116,0.019715843,0.224811606,3.856717709,6899.845644,2150.915762,0.586023726,0.106766079,31.58172414,612,7370000
2258.345463,2703.414221,0.148675719,0.003907778,0.005361906,0.140465946,3.535944398,6357.314761,2920.77412,0.319375643,0.11987251,30.6891954,655,7360000
2375.0034,2599.288905,0.282142076,0.013405656,0.004717749,0.119155267,6.827667251,7206.335949,2891.727667,0.910597827,0.100888002,35.57402299,648,7380000
2231.33725,2522.966256,0.427787786,0.007762778,0.016044398,0.284976054,5.210623414,15270.59345,2683.303723,0.555911033,0.100492252,33.08816092,660,7370000
2108.446414,2584.20426,0.349327316,0.026080977,0.05069383,0.249700968,5.395156944,20398.92475,1497.012224,0.578631518,0.100751446,39.84206897,672,7390000
2272.749976,2595.883303,0.310769605,0.013194742,0.001585643,0.298072281,2.222817036,14435.70137,3504.228588,0.320112442,0.10514003,33.62563218,614,7390000
2177.142229,2733.277044,0.158631161,0.036643718,0.028406689,0.427280792,5.893322403,8961.438709,1562.298533,0.491809523,0.101574714,39.15206897,664,7390000
2473.117229,2525.090428,0.386288804,0.002203417,0.003584343,0.23315546,4.804752131,8734.0219,2888.063105,0.220887185,0.100393239,29.6154023,627,7380000
2268.743305,2484.940794,0.146646795,0.042877886,0.007465132,0.318498184,6.349604399,9801.175401,2351.935473,0.405575168,0.100326932,35.44034483,642,7380000
2506.872082,2651.134313,0.125210908,0.010890808,0.021771854,0.310900772,3.500419183,5091.003344,2791.570424,0.226473526,0.101026599,32.87781609,675,7380000
2342.336473,2486.398921,0.139612218,0.02936119,0.001696143,0.234629962,4.467407246,3598.130674,1817.509664,0.189750536,0.109654288,37.1245977,662,7390000
2521.964842,2406.349916,0.132409849,0.010814168,0.00129213,0.221553184,5.155055592,4177.025331,1996.855818,0.991208984,0.100175397,13.9939759,576,7370000
2130.640635,2408.979664,0.270078656,0.002532644,0.002541667,0.301139806,3.020921211,7993.768969,1457.699274,0.178338683,0.10144147,31.10356322,643,7380000
2149.267653,2509.066446,0.143693565,0.003052864,0.015644065,0.160555283,5.737015573,17583.72792,2365.086942,0.334197132,0.100053969,34.23367816,646,7370000
2133.048065,2660.596735,0.336485502,0.009569501,0.009289381,0.327475062,3.949149978,10115.39482,1974.774842,0.478148912,0.100463448,28.75011494,645,7380000
2469.463597,2784.136345,0.37543235,0.004970835,0.004648821,0.156813276,5.558095579,4710.809417,2490.151871,0.327035514,0.103899993,32.27402299,653,7380000
2503.858321,2503.274603,0.186319641,0.012524354,0.004229805,0.421231301,5.486284605,14818.16288,2187.744912,0.121062479,0.102655305,35.94770115,667,7390000
2361.02807,2449.637366,0.320548613,0.043450551,0.007017992,0.217155292,4.322661752,9784.974634,2207.568213,0.470483195,0.100970768,33.52528736,674,7370000
2219.905255,2664.002169,0.197090885,0.016536977,0.037893326,0.191933728,3.820464813,6848.795716,1871.151085,0.329083385,0.105749522,34.32873563,673,7400000
2495.323279,2605.321786,0.125597662,0.041276032,0.032565261,0.259565002,3.426392287,12294.69745,3365.329416,0.20447583,0.103157361,36.41931034,665,7370000
2274.567825,2561.884084,0.198232343,0.015741403,0.006936499,0.289941005,3.618574805,14888.26787,1661.872733,0.40045317,0.100436044,32.9062069,657,7380000
2181.223539,2440.681325,0.114159616,0.014178014,0.001849297,0.206646913,4.567465894,7940.650556,1865.229558,0.18793471,0.100041774,30.40241379,628,7360000
2244.469384,2681.254169,0.489589383,0.002884809,0.001531448,0.426117664,5.255505889,7065.900175,2012.771008,0.21033431,0.101329591,13.23939024,579,7370000
2521.617079,2540.87617,0.206022211,0.006865476,0.059567712,0.333957816,3.112219564,6741.343933,2640.514299,0.386455343,0.100829415,32.92402299,674,7370000
2257.497162,2517.258807,0.258951242,0.041946356,0.001413799,0.146857253,4.812793029,11057.94873,2259.18007,0.267023434,0.102933497,35.84034483,664,7370000
2412.016504,2547.122309,0.16434125,0.036244271,0.001086876,0.30829268,5.28446844,12876.68052,2772.697366,0.531835416,0.109885719,33.70413793,620,7380000
